date,stock,buyPrice,numShares,sellPrice,sellDate,profit,groupCumProfit
2020-08-21,forward,1.6499999761581419,21.0,1.6499999761581419,2020-08-26 00:00:00,0.0,135.21000000000012
2020-08-27,forward,1.5199999809265137,23.0,1.6200000047683716,2020-08-28 00:00:00,2.299999999999997,137.5100000000001
2020-09-03,forward,1.5399999618530271,24.0,1.5,2020-09-09 00:00:00,-0.9600000000000009,136.5500000000001
2020-09-14,forward,1.4500000476837158,25.0,1.4099999666213991,2020-09-16 00:00:00,-1.0,135.5500000000001
2020-09-22,forward,1.3700000047683716,26.0,1.4500000476837158,2020-09-23 00:00:00,2.0800000000000054,137.6300000000001
2020-09-24,forward,1.3799999952316284,27.0,1.4099999666213991,2020-09-28 00:00:00,0.8100000000000023,138.4400000000001
2020-09-30,forward,1.399999976158142,27.0,1.4099999666213991,2020-10-01 00:00:00,0.2700000000000031,138.71000000000012
2020-10-07,forward,1.4500000476837158,27.0,1.4800000190734863,2020-10-08 00:00:00,0.8100000000000023,139.52000000000012
2020-10-14,forward,1.5700000524520874,25.0,1.6200000047683716,2020-10-19 00:00:00,1.25,140.77000000000012
2020-10-20,forward,1.5199999809265137,27.0,1.5499999523162842,2020-10-22 00:00:00,0.8100000000000023,141.58000000000013
2020-10-26,forward,1.5099999904632568,27.0,1.5299999713897705,2020-10-28 00:00:00,0.5399999999999991,142.12000000000012
2020-10-27,forward,1.4600000381469729,1.0,1.5299999713897705,2020-10-28 00:00:00,0.5399999999999991,142.6600000000001
2020-10-28,nordstrom,12.1899995803833,3.0,12.260000228881836,2020-10-29 00:00:00,0.21000000000000085,-85.35000000000002
2020-10-30,forward,1.5199999809265137,27.0,1.5399999618530271,2020-11-02 00:00:00,0.5399999999999991,143.2000000000001
2020-11-04,forward,1.5499999523162842,27.0,1.5700000524520874,2020-11-06 00:00:00,0.5399999999999991,143.7400000000001
2020-11-10,forward,1.559999942779541,27.0,1.5700000524520874,2020-11-11 00:00:00,0.2700000000000031,144.0100000000001
2020-11-12,forward,1.559999942779541,7.0,1.6000000238418581,2020-11-13 00:00:00,0.27999999999999936,144.2900000000001
2020-11-12,nordstrom,15.710000038146973,2.0,16.040000915527347,2020-11-13 00:00:00,0.6599999999999966,-84.69000000000003
